"#","Game","Players (2 weeks)","Hours (2 weeks)","Players (total)","Hours (total)","Share"
"1","Counter-Strike: Global Offensive","28.41%","14:54","29.78%","228:09","64.28‱"
"2","Fallout 4","11.83%","13:33","9.2%","59:42","19.51‱"
"3","Garry's Mod","9.08%","06:19","30.21%","105:31","67.83‱"
"4","Dota 2","8.57%","20:29","27.41%","274:15","56.97‱"
"5","Team Fortress 2","7.53%","08:17","47.58%","97:15","98.88‱"
"6","Grand Theft Auto V","7.02%","08:28","9.49%","77:27","20.31‱"
"7","Rocket League","6.86%","06:19","6.67%","36:31","14.81‱"
"8","Sid Meier's Civilization V","5.97%","09:13","20.23%","112:51","43.97‱"
"9","The Elder Scrolls V: Skyrim","5.27%","06:18","25.69%","89:56","56.51‱"
"10","Football Manager 2016","4.57%","31:28","2.49%","92:05","5.27‱"
"11","Arma 3","3.72%","12:57","7.82%","136:38","16.53‱"
"12","War Thunder","3.6%","07:22","10.5%","55:21","29.38‱"
"13","Terraria","3.35%","06:45","19.43%","60:03","42.7‱"
"14","The Binding of Isaac: Rebirth","3.3%","07:23","3.81%","68:29","8.17‱"
"15","Call of Duty: Black Ops III","2.95%","12:12","2.01%","38:45","4.33‱"
"16","Insurgency","2.88%","02:47","6.42%","14:51","17.3‱"
"17","DayZ","2.84%","08:17","11.95%","69:18","25.01‱"
"18","Euro Truck Simulator 2","2.64%","05:54","7.92%","40:47","18.6‱"
"19","Left 4 Dead 2","2.63%","02:48","25.71%","35:58","60.48‱"
"20","Unturned","2.53%","04:26","17.02%","11:50","43.52‱"
"21","AdVenture Capitalist","2.39%","03:49","5.02%","29:36","12.63‱"
"22","ARK: Survival Evolved","2.36%","15:17","5.49%","76:16","11.85‱"
"23","Just Cause 3","2.36%","09:41","1.37%","17:43","3.14‱"
"24","PAYDAY 2","2.27%","08:48","13.06%","55:43","29.48‱"
"25","Borderlands 2","2.11%","06:02","14.82%","54:25","33.92‱"
"26","Star Wars - Battlefront II","2.09%","01:57","7.76%","07:44","19.08‱"
"27","Elite: Dangerous","2.05%","05:50","2.98%","34:58","6.91‱"
"28","Warframe","2.05%","19:15","9.4%","59:21","27.18‱"
"29","Rust","2.05%","11:05","7.83%","71:42","17.06‱"
"30","H1Z1","1.98%","07:31","5.22%","38:54","11.06‱"
"31","Mount & Blade: Warband","1.98%","08:39","7.09%","115:23","16.18‱"
"32","Undertale","1.88%","03:57","1.89%","09:23","4.68‱"
"33","Football Manager 2015","1.88%","15:53","5.37%","351:53","11.3‱"
"34","Space Engineers","1.82%","05:09","5.84%","39:47","12.64‱"
"35","Counter-Strike: Source","1.77%","05:50","21.54%","81:41","56.44‱"
"36","Total War: ROME II - Emperor Edition","1.64%","06:43","7.41%","97:14","16.26‱"
"37","Clicker Heroes","1.64%","19:11","4.54%","59:58","11.53‱"
"38","XCOM: Enemy Unknown","1.63%","06:46","9.47%","40:06","23.07‱"
"39","Portal 2","1.62%","02:10","19.61%","15:23","47.11‱"
"40","Killing Floor 2","1.61%","04:52","2.66%","19:49","5.73‱"
"41","Cities: Skylines","1.56%","03:25","6.69%","22:35","14.34‱"
"42","Arma 2: Operation Arrowhead","1.51%","06:20","13.58%","54:54","31.5‱"
"43","SMITE","1.47%","11:43","2.81%","20:34","8.21‱"
"44","Prison Architect","1.42%","05:40","8.47%","23:26","19.05‱"
"45","Age of Empires II: HD Edition","1.4%","04:44","8%","24:28","19‱"
"46","Chivalry: Medieval Warfare","1.39%","02:43","10.03%","19:04","23.28‱"
"47","Robocraft","1.37%","05:25","10.27%","20:18","27.94‱"
"48","Total War: ATTILA","1.37%","11:05","1.9%","56:38","4.08‱"
"49","Europa Universalis IV","1.36%","13:59","2.63%","147:39","5.95‱"
