"#","Game","Players (2 weeks)","Hours (2 weeks)","Players (total)","Hours (total)","Share"
"1","Counter-Strike: Global Offensive","38.51%","20:16","32.87%","212:19","114.32‱"
"2","Dota 2","8.49%","19:17","23.02%","228:01","78.51‱"
"3","Clicker Heroes","5.63%","23:16","3.47%","39:42","14.67‱"
"4","Grand Theft Auto V","5.2%","10:17","4.99%","71:56","17.22‱"
"5","Garry's Mod","5.15%","04:24","15.2%","59:49","55.97‱"
"6","ARK: Survival Evolved","5.05%","24:48","2.53%","35:00","8.88‱"
"7","Arma 3","4.84%","13:16","8.41%","149:17","28.92‱"
"8","Call of Duty: Black Ops II - Multiplayer","4.81%","05:06","10.05%","130:39","35.71‱"
"9","AdVenture Capitalist","4.81%","08:36","3.35%","29:38","13.93‱"
"10","The Elder Scrolls V: Skyrim","4.8%","06:29","17.79%","98:01","63.27‱"
"11","DayZ","4.48%","09:01","12.24%","69:23","42.01‱"
"12","Team Fortress 2","4.35%","12:11","27.57%","77:10","94.04‱"
"13","Counter-Strike: Source","3.98%","05:02","33.9%","207:52","125.47‱"
"14","PAYDAY 2","3.54%","07:42","9.92%","48:27","36.14‱"
"15","Euro Truck Simulator 2","3.31%","09:25","5.12%","58:38","18.96‱"
"16","Borderlands 2","2.77%","07:44","11.32%","60:54","40.68‱"
"17","Left 4 Dead 2","2.71%","02:52","19.52%","30:43","74.93‱"
"18","Terraria","2.7%","05:18","9.94%","38:07","35.66‱"
"19","Sid Meier's Civilization V","2.42%","11:09","8.19%","101:11","29.35‱"
"20","Fallout: New Vegas","2.4%","06:56","5.72%","51:03","22.41‱"
"21","Call of Duty: Modern Warfare 2 - Multiplayer","2.4%","02:52","15.24%","180:47","53.55‱"
"22","Cities: Skylines","2.33%","04:29","5.01%","21:06","17.51‱"
"23","War Thunder","2.07%","07:31","5.75%","53:40","27.92‱"
"24","Chivalry: Medieval Warfare","2.06%","03:05","4.71%","16:34","18.11‱"
"25","Age of Empires II: HD Edition","2%","03:50","5.45%","21:21","20.78‱"
"26","Unturned","1.95%","02:34","11.98%","09:55","52.27‱"
"27","The Binding of Isaac: Rebirth","1.84%","04:01","2.57%","56:14","9‱"
"28","The Witcher 3: Wild Hunt","1.8%","11:50","1.27%","48:31","4.52‱"
"29","Dirty Bomb","1.76%","03:04","1.5%","03:58","7.64‱"
"30","Call of Duty: Modern Warfare 3 - Multiplayer","1.73%","03:05","10.75%","137:11","38.22‱"
"31","Portal 2","1.73%","03:21","10.58%","14:39","40.3‱"
"32","Rust","1.66%","09:29","5.09%","65:14","17.51‱"
"33","Arma 2: Operation Arrowhead","1.62%","08:53","9.55%","43:21","35.97‱"
"34","The Forest","1.6%","03:17","4.71%","11:27","16.31‱"
"35","Company of Heroes 2","1.54%","09:09","4.33%","59:35","16.19‱"
"36","H1Z1","1.47%","08:23","2.5%","36:29","8.65‱"
"37","Robocraft","1.47%","06:26","6.49%","20:16","30.07‱"
"38","Warframe","1.44%","12:16","5.84%","65:05","27.57‱"
"39","Call of Duty: Black Ops II - Zombies","1.44%","03:07","8.76%","16:03","35.71‱"
"40","Castle Crashers","1.44%","02:11","3.4%","06:19","13.49‱"
"41","Prison Architect","1.27%","06:34","2.91%","19:23","10.99‱"
"42","Insurgency","1.26%","04:00","2.65%","11:36","11.97‱"
"43","Total War: ROME II - Emperor Edition","1.22%","06:47","3.78%","84:11","121.17‱"
"44","Call of Duty: Advanced Warfare - Multiplayer","1.22%","05:05","3.26%","43:51","11.78‱"
"45","Counter-Strike","1.19%","04:39","17.41%","118:12","75.77‱"
"46","Nidhogg","1.17%","01:08","1.14%","02:06","4.49‱"
"47","How to Survive","1.14%","02:34","2.22%","04:57","9.36‱"
"48","Project CARS","1.13%","05:03","0.9%","18:53","3.11‱"
"49","Borderlands: The Pre-Sequel","1.1%","06:00","2.56%","30:56","9.2‱"
"50","Heroes & Generals","1.04%","03:40","6.26%","12:02","28.45‱"
