"#","Game","Players (2 weeks)","Hours (2 weeks)","Players (total)","Hours (total)","Share"
"1","Counter-Strike: Global Offensive","64.55%","20:08","48.14%","393:46","195.58‱"
"2","Rocket League","10.21%","07:12","7.82%","46:39","32.41‱"
"3","Brawlhalla","6.09%","01:34","12.04%","08:25","51.68‱"
"4","Team Fortress 2","4.46%","05:08","37.38%","71:21","150.75‱"
"5","Unturned","3.52%","04:02","21.77%","14:24","102.79‱"
"6","Dota 2","3.35%","15:41","22.8%","136:41","91.94‱"
"7","Football Manager 2016","3.26%","24:21","2.23%","249:59","8.99‱"
"8","Garry's Mod","3%","02:04","13.17%","46:45","56.39‱"
"9","Warframe","2.75%","23:47","10.02%","75:54","55.53‱"
"10","Grand Theft Auto V","2.66%","07:04","3.36%","105:18","13.85‱"
"11","Counter-Strike","2.49%","11:03","22.73%","414:44","99.22‱"
"12","PAYDAY 2","2.32%","07:18","6.8%","59:19","28.84‱"
"13","Rust","2.06%","11:44","4.6%","92:23","18.84‱"
"14","Counter-Strike: Source","2.06%","03:47","16.07%","334:12","74.23‱"
"15","H1Z1: King of the Kill","1.8%","05:14","2.3%","11:21","19.27‱"
"16","Left 4 Dead 2","1.72%","05:32","16.04%","32:31","71.67‱"
"17","ARK: Survival Evolved","1.72%","21:16","3.54%","133:09","14.7‱"
"18","SMITE","1.63%","10:20","5.45%","29:39","29.84‱"
"19","Pro Evolution Soccer 2016 myClub","1.55%","04:06","3.68%","11:02","20.27‱"
"20","Euro Truck Simulator 2","1.46%","04:41","4.21%","50:04","17.99‱"
"21","The Elder Scrolls V: Skyrim","1.37%","15:59","5.03%","73:20","21.98‱"
"22","Shakes and Fidget","1.37%","28:57","1.73%","38:58","8.14‱"
"23","Trove","1.29%","02:14","7.26%","27:44","35.26‱"
"24","AdVenture Capitalist","1.29%","07:33","5.17%","27:50","26.84‱"
"25","TrackMania Nations Forever","1.29%","08:26","7.43%","10:36","37.83‱"
"26","H1Z1","1.12%","14:39","4.53%","107:46","18.27‱"
"27","Borderlands 2","1.12%","02:28","3.96%","46:18","17.56‱"
"28","DARK SOULS™ III","1.03%","28:31","0.42%","28:31","1.71‱"
"29","Arma 3","1.03%","16:02","1.59%","148:07","6.42‱"
"30","War Thunder","1.03%","01:33","5.88%","26:20","36.83‱"
"31","The SKIES","1.03%","00:24","0.42%","00:24","2.86‱"
"32","Clicker Heroes","1.03%","08:38","4.81%","96:00","24.27‱"
"33","Counter-Strike Nexon: Zombies","0.94%","04:43","7.04%","24:38","44.97‱"
"34","Heroes & Generals","0.94%","03:00","8.21%","07:57","42.26‱"
"35","Terraria","0.94%","06:54","5.49%","81:34","23.27‱"
"36","S.K.I.L.L. - Special Force 2","0.86%","02:35","3.68%","06:49","20.84‱"
"37","ARK: Survival Of The Fittest","0.86%","01:20","1.81%","00:51","13.7‱"
"38","Sid Meier's Civilization V","0.86%","18:52","3.61%","103:07","15.99‱"
"39","Path of Exile","0.86%","13:51","6.37%","37:22","33.98‱"
"40","Call of Duty: Black Ops II - Multiplayer","0.77%","00:37","2.19%","121:20","8.99‱"
"41","DayZ","0.77%","03:05","3.04%","99:13","12.28‱"
"42","Counter-Strike: Condition Zero","0.77%","11:07","15.54%","107:29","93.94‱"
"43","Dirty Bomb","0.77%","06:55","5.91%","09:23","33.98‱"
"44","Portal 2","0.77%","01:38","6.19%","14:11","29.84‱"
"45","Football Manager 2015","0.77%","34:37","2.62%","487:27","10.56‱"
"46","Tom Clancy's Ghost Recon Phantoms - EU","0.69%","07:15","6.97%","31:27","39.54‱"
"47","Robocraft","0.69%","01:47","7.47%","15:39","40.12‱"
"48","Orcs Must Die! Unchained","0.69%","07:03","0.92%","07:18","7.99‱"
"49","Insurgency","0.69%","02:04","2.97%","10:46","14.56‱"
"50","Mount & Blade: Warband","0.69%","11:29","1.17%","94:37","5‱"
