"#","Game","Players (2 weeks)","Hours (2 weeks)","Players (total)","Hours (total)","Share"
"1","Counter-Strike: Global Offensive","28.26%","13:21","29.65%","257:29","114.51‱"
"2","Rocket League","10.81%","06:09","9.01%","72:25","34.73‱"
"3","Garry's Mod","9%","15:58","17.68%","132:11","70.4‱"
"4","Unturned","5.5%","07:16","18.85%","22:25","80.95‱"
"5","The Elder Scrolls V: Skyrim","4.51%","07:54","14.67%","108:36","58.14‱"
"6","Dota 2","4.44%","15:11","18.67%","180:54","71.07‱"
"7","Brawlhalla","3.79%","03:55","7.67%","13:06","31.15‱"
"8","Team Fortress 2","3.67%","06:35","32.73%","75:05","124.58‱"
"9","Arma 3","3.52%","18:06","7.37%","208:36","28.2‱"
"10","Grand Theft Auto V","3.42%","09:40","4.4%","107:16","16.86‱"
"11","Rust","2.97%","12:50","7.24%","104:45","28.45‱"
"12","Sid Meier's Civilization V","2.88%","09:51","7.98%","125:48","32.13‱"
"13","ARK: Survival Evolved","2.8%","17:26","6.29%","135:46","24.59‱"
"14","Warframe","2.63%","17:29","9.81%","74:44","49.49‱"
"15","Fallout 4","2.45%","10:25","4.05%","79:46","15.72‱"
"16","Clicker Heroes","2.13%","12:26","6.89%","111:43","30.35‱"
"17","PAYDAY 2","2.13%","04:56","10.29%","54:37","41.13‱"
"18","The Binding of Isaac: Rebirth","2.11%","06:54","2.71%","107:43","10.46‱"
"19","Counter-Strike: Source","2.08%","07:26","21.4%","287:04","90.05‱"
"20","Left 4 Dead 2","2.06%","03:53","16.63%","43:50","69.74‱"
"21","Euro Truck Simulator 2","2.01%","06:59","3.95%","83:51","15.91‱"
"22","Heroes & Generals","1.96%","09:21","7.86%","21:44","37.45‱"
"23","Evolve","1.71%","04:24","4.23%","14:05","21.39‱"
"24","Trove","1.71%","07:08","8.4%","24:51","36.69‱"
"25","Deus Ex: Mankind Divided","1.69%","14:52","0.59%","16:59","2.44‱"
"26","War Thunder","1.66%","05:54","7.11%","38:02","38.37‱"
"27","Football Manager 2016","1.56%","24:12","1.22%","238:34","4.63‱"
"28","Total War: WARHAMMER","1.56%","10:42","1.72%","61:50","6.59‱"
"29","Starbound","1.56%","09:39","3.54%","54:03","13.66‱"
"30","Tom Clancy's Rainbow Six Siege","1.54%","11:01","1.28%","73:23","4.91‱"
"31","Robocraft","1.54%","05:22","12.45%","20:34","55.45‱"
"32","AdVenture Capitalist","1.49%","05:23","4.01%","50:54","17.84‱"
"33","H1Z1: King of the Kill","1.44%","11:09","1.88%","40:25","14.99‱"
"34","The Witcher 3: Wild Hunt","1.39%","07:23","2.59%","64:41","10.9‱"
"35","SMITE","1.34%","07:46","4.61%","26:00","22.69‱"
"36","Cities: Skylines","1.31%","06:55","3.16%","31:48","12.48‱"
"37","Subnautica","1.29%","04:14","1.87%","18:55","7.32‱"
"38","No Man's Sky","1.24%","07:00","1.02%","22:35","3.93‱"
"39","DayZ","1.24%","06:42","6.47%","85:05","24.78‱"
"40","Borderlands 2","1.24%","07:17","9.57%","61:25","38.94‱"
"41","Call of Duty: Black Ops III","1.21%","04:59","2.14%","75:39","8.55‱"
"42","Terraria","1.19%","07:11","6.26%","60:44","25.41‱"
"43","Mount & Blade: Warband","1.14%","08:06","2.84%","118:54","11.41‱"
"44","Total War: ROME II - Emperor Edition","1.14%","05:50","3.24%","105:17","13.05‱"
"45","BLOCKADE 3D","1.09%","03:35","7.73%","09:25","33.14‱"
"46","The Pirate: Caribbean Hunt","1.02%","05:03","0.37%","04:49","1.65‱"
"47","The Forest","0.99%","05:02","3.79%","22:03","14.99‱"
"48","Counter-Strike","0.94%","14:53","12.5%","114:37","61.72‱"
"49","Age of Empires II: HD Edition","0.92%","10:55","4.8%","28:41","19.93‱"
"50","Titan Quest Anniversary Edition","0.89%","04:00","0.3%","04:00","9.22‱"
