"#","Game","Players (2 weeks)","Hours (2 weeks)","Players (total)","Hours (total)","Share"
"1","Counter-Strike: Global Offensive","19.55%","13:14","30.8%","268:23","66.92‱"
"2","PLAYERUNKNOWN'S BATTLEGROUNDS","16.57%","15:55","8.64%","66:07","18.42‱"
"3","Garry's Mod","7.03%","10:18","26.16%","146:33","58.68‱"
"4","Rocket League","6.73%","09:56","11.07%","94:21","24.67‱"
"5","Team Fortress 2","5.97%","10:51","44.71%","131:51","94.08‱"
"6","Dota 2","5.87%","20:31","26.22%","281:52","55.18‱"
"7","Grand Theft Auto V","4.83%","09:33","10.07%","106:45","21.62‱"
"8","Terraria","3.72%","12:01","18.86%","98:28","41.81‱"
"9","Tom Clancy's Rainbow Six Siege","3.7%","11:04","4.21%","85:15","9.13‱"
"10","Warframe","3.54%","15:45","13.86%","94:22","38.43‱"
"11","Unturned","3.47%","09:10","21.81%","28:35","53.78‱"
"12","Fallout 4","3.06%","13:10","10.73%","113:36","23.43‱"
"13","Sid Meier's Civilization V","3.03%","11:28","17.9%","155:07","39.96‱"
"14","Left 4 Dead 2","2.81%","04:09","22.24%","43:34","53.97‱"
"15","H1Z1: King of the Kill","2.79%","13:10","5.68%","69:16","16.53‱"
"16","The Elder Scrolls V: Skyrim","2.74%","08:03","21%","121:49","45.91‱"
"17","Rust","2.64%","17:01","9.38%","99:14","21‱"
"18","PAYDAY 2: Ultimate Edition","2.58%","07:32","14.19%","49:22","37.91‱"
"19","ARK: Survival Evolved","2.41%","22:07","9.1%","133:28","20.16‱"
"20","Borderlands 2","2.31%","08:48","16.08%","63:14","36.46‱"
"21","Paladins","2.29%","07:15","7.01%","17:30","17.32‱"
"22","Stardew Valley","2.26%","10:54","7.12%","47:20","16.4‱"
"23","Arma 3","2.1%","14:43","6.18%","166:11","13.46‱"
"24","7 Days to Die","2.06%","16:26","5.31%","67:55","11.78‱"
"25","Wallpaper Engine","2.02%","05:09","2.09%","17:38","4.49‱"
"26","The Elder Scrolls V: Skyrim Special Edition","1.93%","09:42","6.37%","29:34","26.59‱"
"27","DOOM","1.8%","04:05","4.76%","16:39","11.06‱"
"28","Brawlhalla","1.8%","05:22","7.64%","17:51","17.97‱"
"29","Middle-earth: Shadow of Mordor","1.73%","05:51","6.38%","19:47","16.91‱"
"30","Gigantic","1.7%","03:11","0.64%","03:11","1.81‱"
"31","Golf With Your Friends","1.69%","01:42","3.89%","07:02","8.8‱"
"32","Portal 2","1.6%","03:28","16.96%","18:32","42.41‱"
"33","Sid Meiers Civilization VI","1.58%","13:37","3.84%","68:35","8.29‱"
"34","War Thunder","1.54%","10:01","9.41%","58:29","27.12‱"
"35","The Binding of Isaac: Rebirth","1.5%","05:15","4.29%","99:37","9.38‱"
"36","Insurgency","1.42%","03:01","6.37%","21:19","16.08‱"
"37","Fallout: New Vegas","1.4%","08:39","12.6%","58:08","30.15‱"
"38","DARK SOULS III","1.4%","09:38","3.76%","77:42","8.26‱"
"39","Starbound","1.33%","11:10","7.62%","67:21","16.62‱"
"40","Killing Floor 2","1.31%","06:59","3.32%","35:08","7.3‱"
"41","The Witcher 3: Wild Hunt","1.3%","09:07","5.2%","58:05","12.91‱"
"42","Mount & Blade: Warband","1.3%","10:36","4.95%","119:04","11.72‱"
"43","Jotun: Valhalla Edition","1.3%","01:14","0.84%","01:56","6.7‱"
"44","SMITE","1.29%","11:25","6.97%","51:15","19.03‱"
"45","Total War: WARHAMMER","1.28%","11:35","2.43%","74:22","5.86‱"
"46","Cities: Skylines","1.22%","05:19","5.86%","34:09","12.95‱"
"47","Don't Starve Together","1.15%","05:49","8.58%","20:49","24.62‱"
"48","Black Desert Online","1.15%","40:18","1.59%","51:05","3.71‱"
"49","XCOM 2","1.13%","11:51","3.09%","58:49","7.59‱"
"50","Stellaris","1.12%","12:16","2.61%","76:56","6.27‱"
