"#","Game","Players (2 weeks)","Hours (2 weeks)","Players (total)","Hours (total)","Share"
"1","Dota 2","36.21%","29:20","39.99%","502:57","348.43‱"
"2","Counter-Strike: Global Offensive","25.9%","12:00","21.99%","102:15","194.77‱"
"3","Warframe","5.8%","10:38","7.56%","46:42","90.6‱"
"4","Left 4 Dead 2","4.51%","02:32","11.36%","28:12","111.36‱"
"5","War Thunder","3.74%","06:24","4.49%","57:12","65.46‱"
"6","Runestone Keeper","3.35%","12:11","1.19%","12:11","10.38‱"
"7","Unturned","3.35%","03:27","12.41%","19:12","128.92‱"
"8","PAYDAY 2","3.35%","09:46","3.94%","41:52","56.68‱"
"9","DayZ","3.09%","08:13","3.94%","68:26","34.32‱"
"10","H1Z1","2.58%","20:13","1.47%","41:41","12.77‱"
"11","The Binding of Isaac: Rebirth","2.06%","07:00","1.37%","44:43","11.97‱"
"12","Garry's Mod","1.93%","06:40","4.72%","32:20","43.9‱"
"13","Counter-Strike: Source","1.8%","04:28","5.13%","120:56","64.26‱"
"14","Don't Starve Together Beta","1.68%","02:24","2.02%","10:55","19.96‱"
"15","Euro Truck Simulator 2","1.55%","09:02","1.65%","32:27","14.37‱"
"16","BattleBlock Theater","1.55%","01:39","3.39%","10:06","31.13‱"
"17","Arma 3","1.42%","07:17","1.24%","110:02","11.18‱"
"18","Company of Heroes 2","1.42%","16:28","1.97%","157:02","24.75‱"
"19","NBA 2K15","1.29%","27:18","0.73%","185:53","13.97‱"
"20","Men of War: Assault Squad 2","1.29%","03:27","0.6%","35:05","322.49‱"
"21","Borderlands 2","1.16%","02:33","1.97%","55:54","18.76‱"
"22","Evolve","1.16%","00:46","1.1%","16:59","9.98‱"
"23","Torchlight II","1.03%","07:20","2.61%","15:00","25.14‱"
"24","Insurgency","1.03%","03:36","1.47%","17:04","16.36‱"
"25","The Elder Scrolls V: Skyrim","1.03%","03:10","2.43%","46:12","22.75‱"
"26","Heroes & Generals","0.9%","01:06","2.52%","16:23","43.9‱"
"27","Ultra Street Fighter IV","0.9%","04:19","0.96%","33:00","8.78‱"
"28","Rising Storm/Red Orchestra 2 Multiplayer","0.9%","13:04","2.06%","34:48","29.54‱"
"29","THE KING OF FIGHTERS XIII STEAM EDITION","0.9%","05:44","1.01%","68:47","9.58‱"
"30","Counter-Strike","0.9%","19:04","4.17%","132:28","62.26‱"
"31","Cities: Skylines","0.77%","20:05","0.37%","36:35","3.59‱"
"32","Terraria","0.77%","02:04","2.93%","30:00","27.94‱"
"33","Robocraft","0.77%","13:15","4.35%","12:27","49.09‱"
"34","Mount & Blade: Warband","0.77%","02:47","1.97%","56:26","19.56‱"
"35","Dark Souls: Prepare to Die Edition","0.77%","13:53","0.46%","39:52","4.79‱"
"36","Team Fortress 2","0.77%","03:47","4.67%","51:54","40.71‱"
"37","Call of Duty: Black Ops II - Multiplayer","0.77%","05:02","1.28%","31:43","11.57‱"
"38","DARK SOULS™ II","0.77%","06:17","1.19%","82:20","10.38‱"
"39","Dead or Alive 5 Last Round","0.64%","04:21","0.23%","04:21","2.39‱"
"40","Resident Evil Revelations 2 / Biohazard Revelations 2","0.64%","11:53","0.23%","24:15","2‱"
"41","Sid Meier's Civilization V","0.64%","17:17","1.51%","32:07","14.77‱"
"42","Rust","0.64%","06:40","1.74%","77:17","15.57‱"
"43","Navy Field 2 : Conqueror of the Ocean","0.64%","00:22","0.5%","00:52","6.79‱"
"44","The Binding of Isaac","0.64%","06:51","2.38%","24:43","22.75‱"
"45","Infinite Crisis™","0.64%","01:23","0.23%","01:23","4.39‱"
"46","DiRT 3 Complete Edition","0.52%","00:05","0.18%","00:05","6.79‱"
"47","Magicka","0.52%","01:33","1.42%","05:35","15.96‱"
"48","Call of Duty: Modern Warfare 3","0.52%","00:34","1.6%","17:55","15.17‱"
"49","Caster","0.52%","01:08","0.18%","01:08","3.59‱"
"50","Company of Heroes (New Steam Version)","0.52%","02:14","0.78%","71:36","15.17‱"
